абажур	абажур:ROOT
набиваться	набив:ROOT/ать:END/ся:POSTFIX
набить	наби:ROOT/ть:END
набиться	наби:ROOT/ть:END/ся:POSTFIX
надбивать	надбив:ROOT/ать:END
надбить	надби:ROOT/ть:END
оббивать	оббив:ROOT/ать:END
оббиваться	оббив:ROOT/ать:END/ся:POSTFIX
оббить	обби:ROOT/ть:END
оббиться	обби:ROOT/ть:END/ся:POSTFIX
обивать	обив:ROOT/ать:END
обиваться	обив:ROOT/ать:END/ся:POSTFIX
обить	об:ROOT/и:SUFF/ть:END
обиться	об:ROOT/и:SUFF/ть:END/ся:POSTFIX
отбивать	отбив:ROOT/ать:END
отбиваться	отбив:ROOT/ать:END/ся:POSTFIX
отбить	отби:ROOT/ть:END
отбиться	отби:ROOT/ть:END/ся:POSTFIX
перебивать	переб:ROOT/ив:SUFF/ать:END
перебиваться	перебив:ROOT/ать:END/ся:POSTFIX
перебить	переб:ROOT/и:SUFF/ть:END
перебиться	переб:ROOT/и:SUFF/ть:END/ся:POSTFIX
побивать	побив:ROOT/ать:END
побить	поби:ROOT/ть:END
подбивать	подбив:ROOT/ать:END
подбиваться	подбив:ROOT/ать:END/ся:POSTFIX
подбить	подби:ROOT/ть:END
подбиться	подби:ROOT/ть:END/ся:POSTFIX
прибивать	прибив:ROOT/ать:END
прибиваться	прибив:ROOT/ать:END/ся:POSTFIX
прибить	приби:ROOT/ть:END
прибиться	приби:ROOT/ть:END/ся:POSTFIX
пробивать	пробив:ROOT/ать:END
пробиваться	пробив:ROOT/ать:END/ся:POSTFIX
пробить	про:ROOT/би:SUFF/ть:END
пробиться	про:ROOT/би:SUFF/ть:END/ся:POSTFIX
разбивать	разб:ROOT/ив:SUFF/ать:END
разбиваться	разб:ROOT/ив:SUFF/ать:END/ся:POSTFIX
разбить	раз:ROOT/би:SUFF/ть:END
разбиться	разб:ROOT/и:SUFF/ть:END/ся:POSTFIX
сбивать	сбив:ROOT/ать:END
сбиваться	сбив:ROOT/ать:END/ся:POSTFIX
сбить	сби:ROOT/ть:END
сбиться	сби:ROOT/ть:END/ся:POSTFIX
убивать	убив:ROOT/ать:END
убиваться	убив:ROOT/ать:END/ся:POSTFIX
убить	уби:ROOT/ть:END
убиться	уби:ROOT/ть:END/ся:POSTFIX
бич	бич:ROOT
бичевание	бич:ROOT/евани:SUFF/е:END
бичевания	бич:ROOT/евани:SUFF/я:END
бичи	бич:ROOT/и:END
блага	благ:ROOT/а:END
благо	благ:ROOT/о:END
блаженство	блаж:ROOT/енств:SUFF/о:END
блажь	блаж:ROOT/ь:END
благодаривший	благодар:ROOT/ивш:SUFF/ий:END
благодарный	благод:ROOT/арн:SUFF/ый:END
благодарственный	благодарств:ROOT/енн:SUFF/ый:END
благодарящий	благодар:ROOT/ящ:SUFF/ий:END
поблагодаривший	поблагодар:ROOT/ивш:SUFF/ий:END
благой	благ:ROOT/ой:END
благостный	благост:ROOT/н:SUFF/ый:END
блаженный	блаж:ROOT/енн:SUFF/ый:END
блаженствующий	блаж:ROOT/енствующ:SUFF/ий:END
блажной	блаж:ROOT/н:SUFF/ой:END
благостно	благост:ROOT/но:SUFF
блаженно	блаж:ROOT/енно:SUFF
блаженствуя	блаж:ROOT/енствуя:SUFF
благотворительный	благотвор:ROOT/ительн:SUFF/ый:END
благотворный	благ:ROOT/отворн:SUFF/ый:END
благоухать	благоух:ROOT/ать:END
заблагоухать	заблагоух:ROOT/ать:END
блатерский	блат:ROOT/ерск:SUFF/ий:END
блатной	блат:ROOT/н:SUFF/ой:END
приблатненный	приблат:ROOT/ненн:SUFF/ый:END
бледневший	бледн:ROOT/евш:SUFF/ий:END
бледненький	бледн:ROOT/еньк:SUFF/ий:END
бледнеющий	бледн:ROOT/еющ:SUFF/ий:END
бледноватый	бледн:ROOT/оват:SUFF/ый:END
бледный	блед:ROOT/н:SUFF/ый:END
побледневший	побледн:ROOT/евш:SUFF/ий:END
бледнеть	бледн:ROOT/еть:END
побледнеть	побледн:ROOT/еть:END
блеснуть	блес:ROOT/н:SUFF/уть:END
блестеть	блест:ROOT/еть:END
заблестеть	заблест:ROOT/еть:END
отблескивать	отблеск:ROOT/ив:SUFF/ать:END
отблестеть	отблест:ROOT/еть:END
поблестеть	поблест:ROOT/еть:END
блеять	бле:ROOT/ять:END
заблеять	забле:ROOT/ять:END
поблеять	побле:ROOT/ять:END
ближайший	ближай:ROOT/ш:SUFF/ий:END
ближний	ближ:ROOT/н:SUFF/ий:END
близкий	близ:ROOT/к:SUFF/ий:END
неблизкий	неблиз:ROOT/к:SUFF/ий:END
приближающийся	приближ:ROOT/ающ:SUFF/ий:END/ся:POSTFIX
приближенный	приближ:ROOT/енн:SUFF/ый:END
приблизивший	приблиз:ROOT/ивш:SUFF/ий:END
приблизившийся	приблиз:ROOT/ивш:SUFF/ий:END/ся:POSTFIX
приблизительный	приблиз:ROOT/ительн:SUFF/ый:END
сближающий	сближ:ROOT/ающ:SUFF/ий:END
сближающийся	сближ:ROOT/ающ:SUFF/ий:END/ся:POSTFIX
сблизивший	сблиз:ROOT/ивш:SUFF/ий:END
сблизившийся	сблиз:ROOT/ивш:SUFF/ий:END/ся:POSTFIX
близиться	близ:ROOT/ить:END/ся:POSTFIX
приближать	приближ:ROOT/ать:END
приближаться	приближ:ROOT/ать:END/ся:POSTFIX
приблизить	приблиз:ROOT/ить:END
приблизиться	приблиз:ROOT/ить:END/ся:POSTFIX
сближать	сближ:ROOT/ать:END
сближаться	сближ:ROOT/ать:END/ся:POSTFIX
сблизить	сблиз:ROOT/ить:END
сблизиться	сблиз:ROOT/ить:END/ся:POSTFIX
близко	близ:ROOT/ко:SUFF
поблизости	побл:ROOT/изости:SUFF
приближая	приближ:ROOT/ая:SUFF
приближаясь	приближ:ROOT/аясь:SUFF
приближенно	приближ:ROOT/енно:SUFF
приблизив	приблиз:ROOT/ив:SUFF
приблизившись	приблиз:ROOT/ившись:SUFF
приблизительно	приблиз:ROOT/ительно:SUFF
сближаясь	сближ:ROOT/аясь:SUFF
сблизившись	сблиз:ROOT/ившись:SUFF
близлежащий	близлеж:ROOT/ащ:SUFF/ий:END
возлежащий	возлеж:ROOT/ащ:SUFF/ий:END
вылежавший	вылеж:ROOT/авш:SUFF/ий:END
вылежавшийся	вылеж:ROOT/авш:SUFF/ий:END/ся:POSTFIX
залегший	залег:ROOT/ш:SUFF/ий:END
залежавшийся	залеж:ROOT/авш:SUFF/ий:END/ся:POSTFIX
легкий	легк:ROOT/ий:END
легчайший	легч:ROOT/айш:SUFF/ий:END
легчающий	легч:ROOT/ающ:SUFF/ий:END
легший	легш:ROOT/ий:END
лежавший	леж:ROOT/авш:SUFF/ий:END
лежалый	лежал:ROOT/ый:END
лежачий	леж:ROOT/ач:SUFF/ий:END
лежащий	лежащ:ROOT/ий:END
лежкий	лежк:ROOT/ий:END
лежневый	лежн:ROOT/ев:SUFF/ый:END
надлежавший	надлеж:ROOT/авш:SUFF/ий:END
надлежащий	надлеж:ROOT/ащ:SUFF/ий:END
нелегкий	нелег:ROOT/к:SUFF/ий:END
нележкий	нележ:ROOT/к:SUFF/ий:END
облегченный	облегч:ROOT/енн:SUFF/ый:END
облегший	облег:ROOT/ш:SUFF/ий:END
подлежавший	подлеж:ROOT/авш:SUFF/ий:END
подлежащий	подлеж:ROOT/ащ:SUFF/ий:END
полегчавший	полегч:ROOT/авш:SUFF/ий:END
полегший	полег:ROOT/ш:SUFF/ий:END
полеживающий	полеж:ROOT/ивающ:SUFF/ий:END
прилежавший	прилеж:ROOT/авш:SUFF/ий:END
прилежащий	прилеж:ROOT/ащ:SUFF/ий:END
пролегший	пролег:ROOT/ш:SUFF/ий:END
пролежавший	пролеж:ROOT/авш:SUFF/ий:END
слежавшийся	слеж:ROOT/авш:SUFF/ий:END/ся:POSTFIX
улегшийся	улег:ROOT/ш:SUFF/ий:END/ся:POSTFIX
близость	близ:ROOT/ост:SUFF/ь:END
приближение	приближ:ROOT/ени:SUFF/е:END
приближения	приближ:ROOT/ени:SUFF/я:END
приближенность	приближ:ROOT/енност:SUFF/ь:END
приблизительность	приблиз:ROOT/ительност:SUFF/ь:END
сближение	сближ:ROOT/ени:SUFF/е:END
сближения	сближ:ROOT/ени:SUFF/я:END
блин	блин:ROOT
блинки	блин:ROOT/к:SUFF/и:END
блинная	бл:ROOT/инн:SUFF/ая:END
блинок	бл:ROOT/инок:SUFF
блиночек	блин:ROOT/очек:SUFF
блиночки	блин:ROOT/очк:SUFF/и:END
блины	блин:ROOT/ы:END
блокированный	блок:ROOT/ированн:SUFF/ый:END
блокировочный	блок:ROOT/ировочн:SUFF/ый:END
блокирующий	блок:ROOT/ирующ:SUFF/ий:END
блоковый	блок:ROOT/ов:SUFF/ый:END
блочный	блоч:ROOT/н:SUFF/ый:END
заблокированный	заблок:ROOT/ированн:SUFF/ый:END
разблокированный	разблок:ROOT/ированн:SUFF/ый:END
сблокированный	сблок:ROOT/ированн:SUFF/ый:END
блокнот	блокнот:ROOT
блокнотик	блокнот:ROOT/ик:SUFF
блокнотики	блокнот:ROOT/ик:SUFF/и:END
блокноты	блокнот:ROOT/ы:END
блондин	блонд:ROOT/ин:SUFF
блондинка	блонд:ROOT/инк:SUFF/а:END
блондинки	блонд:ROOT/инк:SUFF/и:END
блондиночка	блонд:ROOT/иночк:SUFF/а:END
блондиночки	блонд:ROOT/иночк:SUFF/и:END
блондины	блонд:ROOT/ин:SUFF/ы:END
блуд	блуд:ROOT
блудница	блуд:ROOT/ниц:SUFF/а:END
блудницы	блуд:ROOT/ниц:SUFF/ы:END
блуждание	блужд:ROOT/ани:SUFF/е:END
блуждания	блужд:ROOT/ани:SUFF/я:END
заблуждение	заблужд:ROOT/ени:SUFF/е:END
заблуждения	заблужд:ROOT/ени:SUFF/я:END
блудить	блуд:ROOT/ить:END
блуждать	блужд:ROOT/ать:END
заблудиться	заблуд:ROOT/ить:END/ся:POSTFIX
заблуждаться	заблужд:ROOT/ать:END/ся:POSTFIX
поблуждать	поблужд:ROOT/ать:END
проблуждать	проблужд:ROOT/ать:END
блуза	блуз:ROOT/а:END
блузка	блуз:ROOT/к:SUFF/а:END
блузки	блуз:ROOT/к:SUFF/и:END
блузочка	блуз:ROOT/очк:SUFF/а:END
блузочки	блуз:ROOT/очк:SUFF/и:END
блузы	блуз:ROOT/ы:END
блюда	блюд:ROOT/а:END
блюдечки	блюд:ROOT/ечк:SUFF/и:END
блюдечко	блюд:ROOT/ечк:SUFF/о:END
блюсти	блюс:ROOT/ти:END
наблюдать	наблюд:ROOT/ать:END
наблюдаться	наблюд:ROOT/ать:END/ся:POSTFIX
соблюдать	соблюд:ROOT/ать:END
соблюдаться	соблюд:ROOT/ать:END/ся:POSTFIX
соблюсти	соблюс:ROOT/т:SUFF/и:END
блюстители	блюст:ROOT/ител:SUFF/и:END
блюститель	блюст:ROOT/ител:SUFF/ь:END
блюстительница	блюст:ROOT/ительниц:SUFF/а:END
блюстительницы	блюст:ROOT/ительниц:SUFF/ы:END
соблюдение	соблюд:ROOT/ени:SUFF/е:END
бобр	бобр:ROOT
бобренок	бобр:ROOT/енок:SUFF
бобрик	бобр:ROOT/ик:SUFF
бобриха	бобр:ROOT/их:SUFF/а:END
бобрихи	бобр:ROOT/их:SUFF/и:END
бобры	бобр:ROOT/ы:END
бобрята	бобр:ROOT/ят:SUFF/а:END
бобриковый	бобр:ROOT/иков:SUFF/ый:END
бобровый	бобр:ROOT/ов:SUFF/ый:END
бог	бог:ROOT
богатства	богат:ROOT/ств:SUFF/а:END
богатство	богат:ROOT/ств:SUFF/о:END
богач	богач:ROOT
богачи	богач:ROOT/и:END
богачка	богач:ROOT/к:SUFF/а:END
богачки	бог:ROOT/ачк:SUFF/и:END
боги	бог:ROOT/и:END
богини	бог:ROOT/ин:SUFF/и:END
богиня	бог:ROOT/ин:SUFF/я:END
божба	божб:ROOT/а:END
божественность	бож:ROOT/ественност:SUFF/ь:END
божество	бож:ROOT/еств:SUFF/о:END
божки	бож:ROOT/к:SUFF/и:END
божок	бож:ROOT/ок:SUFF
набожность	набож:ROOT/ност:SUFF/ь:END
обогащение	обогащ:ROOT/ени:SUFF/е:END
обожествление	обожествл:ROOT/ени:SUFF/е:END
убогость	убог:ROOT/ост:SUFF/ь:END
убожество	убож:ROOT/еств:SUFF/о:END
богатейший	богатей:ROOT/ш:SUFF/ий:END
богатенький	богат:ROOT/еньк:SUFF/ий:END
богатеющий	богат:ROOT/еющ:SUFF/ий:END
богатый	богат:ROOT/ый:END
божеский	бож:ROOT/еск:SUFF/ий:END
божественный	бож:ROOT/ественн:SUFF/ый:END
божий	бож:ROOT/ий:END
небогатый	небог:ROOT/ат:SUFF/ый:END
обогативший	обогат:ROOT/ивш:SUFF/ий:END
обогатившийся	обогат:ROOT/ивш:SUFF/ий:END/ся:POSTFIX
обогащающий	обогащ:ROOT/ающ:SUFF/ий:END
обогащающийся	обогащ:ROOT/ающ:SUFF/ий:END/ся:POSTFIX
обогащенный	обогащ:ROOT/енн:SUFF/ый:END
побогатевший	побогат:ROOT/евш:SUFF/ий:END
пребогатый	пребог:ROOT/ат:SUFF/ый:END
убогий	убог:ROOT/ий:END
богатеть	богат:ROOT/еть:END
обогатить	обогат:ROOT/ить:END
обогатиться	обогат:ROOT/ить:END/ся:POSTFIX
обогащать	обогащ:ROOT/ать:END
обогащаться	обогащ:ROOT/ать:END/ся:POSTFIX
разбогатеть	разбогат:ROOT/еть:END
боготворить	боготвор:ROOT/ить:END
боготвориться	боготвор:ROOT/ить:END/ся:POSTFIX
обоготворить	обоготвор:ROOT/ить:END
обоготвориться	обоготвор:ROOT/ить:END/ся:POSTFIX
обоготворять	обоготвор:ROOT/ять:END
обоготворяться	обоготвор:ROOT/ять:END/ся:POSTFIX
боданувший	бода:ROOT/нувш:SUFF/ий:END
бодающийся	бод:ROOT/ающ:SUFF/ий:END/ся:POSTFIX
бодливый	бод:ROOT/лив:SUFF/ый:END
забодавший	забод:ROOT/авш:SUFF/ий:END
избодавший	избод:ROOT/авш:SUFF/ий:END
бодануть	бода:ROOT/н:SUFF/уть:END
бодать	бод:ROOT/ать:END
бодаться	бод:ROOT/ать:END/ся:POSTFIX
боднуть	бод:ROOT/н:SUFF/уть:END
забодать	забод:ROOT/ать:END
избодать	избод:ROOT/ать:END
перебодать	перебод:ROOT/ать:END
прободать	пробод:ROOT/ать:END
бодренький	бодр:ROOT/еньк:SUFF/ий:END
бодривший	бодр:ROOT/ивш:SUFF/ий:END
бодрившийся	бодр:ROOT/ивш:SUFF/ий:END/ся:POSTFIX
бодрствующий	бодр:ROOT/ствующ:SUFF/ий:END
бодрый	бодр:ROOT/ый:END
бодряческий	бодр:ROOT/яческ:SUFF/ий:END
бодрящий	бодр:ROOT/ящ:SUFF/ий:END
бодрящийся	бодр:ROOT/ящ:SUFF/ий:END/ся:POSTFIX
взбадривающий	взбадр:ROOT/ивающ:SUFF/ий:END
взбадривающийся	взбадр:ROOT/ивающ:SUFF/ий:END/ся:POSTFIX
взбодривший	взбодр:ROOT/ивш:SUFF/ий:END
взбодрившийся	взбодр:ROOT/ивш:SUFF/ий:END/ся:POSTFIX
подбадривающий	подбадр:ROOT/ивающ:SUFF/ий:END
подбодривший	подбодр:ROOT/ивш:SUFF/ий:END
подбодрившийся	подбодр:ROOT/ивш:SUFF/ий:END/ся:POSTFIX
приободривший	приободр:ROOT/ивш:SUFF/ий:END
приободрившийся	приободр:ROOT/ивш:SUFF/ий:END/ся:POSTFIX
бодрить	бодр:ROOT/ить:END
бодрствовать	бодрств:ROOT/ов:SUFF/ать:END
бодрячествовать	бодр:ROOT/ячествов:SUFF/ать:END
взбадривать	взбадр:ROOT/ив:SUFF/ать:END
взбадриваться	взбадр:ROOT/ив:SUFF/ать:END/ся:POSTFIX
взбодрить	взбодр:ROOT/ить:END
взбодриться	взбодр:ROOT/ить:END/ся:POSTFIX
ободрить	ободр:ROOT/ить:END
подбадривать	подбадр:ROOT/ив:SUFF/ать:END
подбадриваться	подбадр:ROOT/ив:SUFF/ать:END/ся:POSTFIX
подбодрить	подбодр:ROOT/ить:END
подбодриться	подбодр:ROOT/ить:END/ся:POSTFIX
подбодрять	подбодр:ROOT/ять:END
приободрить	приободр:ROOT/ить:END
приободриться	приободр:ROOT/ить:END/ся:POSTFIX
приободрять	приободр:ROOT/ять:END
приободряться	приободр:ROOT/ять:END/ся:POSTFIX
бодрость	бодр:ROOT/ост:SUFF/ь:END
бодрствование	бодр:ROOT/ствовани:SUFF/е:END
бодряк	бодр:ROOT/як:SUFF
бодряки	бодр:ROOT/як:SUFF/и:END
бодрячество	бодр:ROOT/ячеств:SUFF/о:END
бодрячка	бодр:ROOT/ячк:SUFF/а:END
бодрячки	бодр:ROOT/ячк:SUFF/и:END
бодрячок	бодр:ROOT/ячок:SUFF
божески	бож:ROOT/ески:SUFF
божественно	бож:ROOT/ественно:SUFF
убого	убог:ROOT/о:SUFF
бойкот	бой:ROOT/кот:SUFF
бойкотирование	бойкот:ROOT/ировани:SUFF/е:END
бойкоты	бой:ROOT/кот:SUFF/ы:END
бойкотировать	бойкот:ROOT/иров:SUFF/ать:END
бойкотироваться	бойкот:ROOT/иров:SUFF/ать:END/ся:POSTFIX
забойкотировать	забойкот:ROOT/иров:SUFF/ать:END
бок	бок:ROOT
бока	бок:ROOT/а:END
боковина	бок:ROOT/овин:SUFF/а:END
боковины	бок:ROOT/овин:SUFF/ы:END
боковушка	боков:ROOT/ушк:SUFF/а:END
боковушки	боков:ROOT/ушк:SUFF/и:END
бочар	бочар:ROOT
бочары	бочар:ROOT/ы:END
бочечка	боч:ROOT/ечк:SUFF/а:END
бочечки	боч:ROOT/ечк:SUFF/и:END
бочка	боч:ROOT/к:SUFF/а:END
бочки	боч:ROOT/к:SUFF/и:END
бочок	боч:ROOT/ок:SUFF
бочонки	боч:ROOT/онк:SUFF/и:END
бочонок	боч:ROOT/онок:SUFF
обочина	обоч:ROOT/ин:SUFF/а:END
обочины	обоч:ROOT/ин:SUFF/ы:END
побочность	побоч:ROOT/ност:SUFF/ь:END
бокал	бокал:ROOT
бокалы	бокал:ROOT/ы:END
бокальчик	бокальч:ROOT/ик:SUFF
бокальчики	бокаль:ROOT/чик:SUFF/и:END
болгарин	болгар:ROOT/ин:SUFF
болгарка	болгар:ROOT/к:SUFF/а:END
болгары	болгар:ROOT/ы:END
болеть	бол:ROOT/еть:END
выболеть	выбол:ROOT/еть:END
заболевать	забол:ROOT/ев:SUFF/ать:END
заболеть	забол:ROOT/еть:END
изболеть	избол:ROOT/еть:END
обезболивать	обезбол:ROOT/ив:SUFF/ать:END
обезболить	обезбол:ROOT/ить:END
отболеть	отбол:ROOT/еть:END
переболеть	перебол:ROOT/еть:END
побаливать	побал:ROOT/ив:SUFF/ать:END
поболеть	побол:ROOT/еть:END
приболеть	прибол:ROOT/еть:END
проболеть	пробол:ROOT/еть:END
разболеться	разбол:ROOT/еть:END/ся:POSTFIX
болота	болот:ROOT/а:END
болотистость	болот:ROOT/истост:SUFF/ь:END
болотища	болот:ROOT/ищ:SUFF/а:END
болотище	болот:ROOT/ищ:SUFF/е:END
болото	болот:ROOT/о:END
болотца	болот:ROOT/ц:SUFF/а:END
болотце	болот:ROOT/ц:SUFF/е:END
заболачивание	заболач:ROOT/ивани:SUFF/е:END
заболоченность	заболоч:ROOT/енност:SUFF/ь:END
болотистый	болот:ROOT/ист:SUFF/ый:END
болотный	болот:ROOT/н:SUFF/ый:END
заболоченный	заболоч:ROOT/енн:SUFF/ый:END
болт	болт:ROOT
болтанка	болт:ROOT/анк:SUFF/а:END
болтанки	болт:ROOT/анк:SUFF/и:END
болтовня	болт:ROOT/овн:SUFF/я:END
болтун	болт:ROOT/ун:SUFF
болтуны	болт:ROOT/ун:SUFF/ы:END
болтуньи	болт:ROOT/унь:SUFF/и:END
болтунья	болт:ROOT/унь:SUFF/я:END
болтушка	болт:ROOT/ушк:SUFF/а:END
болтушки	болт:ROOT/ушк:SUFF/и:END
болты	болт:ROOT/ы:END
выбалтывание	выбалт:ROOT/ывани:SUFF/е:END
заболтовка	заболт:ROOT/овк:SUFF/а:END
разбалтывание	разбалт:ROOT/ывани:SUFF/е:END
болтать	болт:ROOT/ать:END
выбалтывать	выбалт:ROOT/ыв:SUFF/ать:END
выболтать	выболт:ROOT/ать:END
забалтывать	забалт:ROOT/ыв:SUFF/ать:END
заболтать	заболт:ROOT/ать:END
заболтовать	заболт:ROOT/ов:SUFF/ать:END
набалтывать	набалт:ROOT/ыв:SUFF/ать:END
наболтать	наболт:ROOT/ать:END
побалтывать	побалт:ROOT/ыв:SUFF/ать:END
поболтать	поболт:ROOT/ать:END
разбалтывать	разбалт:ROOT/ыв:SUFF/ать:END
разболтать	разболт:ROOT/ать:END
болтая	болт:ROOT/ая:SUFF
выбалтывая	выбалт:ROOT/ывая:SUFF
выболтав	выболт:ROOT/ав:SUFF
набалтывая	набалт:ROOT/ывая:SUFF
наболтав	наболт:ROOT/ав:SUFF
побалтывая	побалт:ROOT/ывая:SUFF
поболтав	поболт:ROOT/ав:SUFF
разбалтывая	разбалт:ROOT/ывая:SUFF
разболтав	разболт:ROOT/ав:SUFF
большевизм	бол:ROOT/ьшевизм:SUFF
большевик	больш:ROOT/евик:SUFF
большевики	больш:ROOT/евик:SUFF/и:END
большевичка	бол:ROOT/ьшевичк:SUFF/а:END
большевички	бол:ROOT/ьшевичк:SUFF/и:END
большенький	больш:ROOT/еньк:SUFF/ий:END
большой	боль:ROOT/ш:SUFF/ой:END
большущий	больш:ROOT/ущ:SUFF/ий:END
небольшой	неболь:ROOT/ш:SUFF/ой:END
пребольшой	преболь:ROOT/ш:SUFF/ой:END
пребольшущий	пребольш:ROOT/ущ:SUFF/ий:END
бомба	бомб:ROOT/а:END
бомбардир	бомбард:ROOT/ир:SUFF
бомбардировка	бомбард:ROOT/ировк:SUFF/а:END
бомбардировки	бомбард:ROOT/ировк:SUFF/и:END
бомбардировщик	бомбард:ROOT/ировщик:SUFF
бомбардировщики	бомбард:ROOT/ировщик:SUFF/и:END
бомбардиры	бомбард:ROOT/ир:SUFF/ы:END
бомбежка	бомбеж:ROOT/к:SUFF/а:END
бомбежки	бомбеж:ROOT/к:SUFF/и:END
бомбила	бомб:ROOT/ил:SUFF/а:END
бомбилы	бомб:ROOT/ил:SUFF/ы:END
бомбы	бомб:ROOT/ы:END
бомбардировать	бомбард:ROOT/иров:SUFF/ать:END
бомбардироваться	бомбард:ROOT/иров:SUFF/ать:END/ся:POSTFIX
бомбить	бомб:ROOT/ить:END
отбомбить	отбомб:ROOT/ить:END
отбомбиться	отбомб:ROOT/ить:END/ся:POSTFIX
разбомбить	разбомб:ROOT/ить:END
борец	борец:ROOT
борцы	борц:ROOT/ы:END
борьба	борьб:ROOT/а:END
бормотать	бормот:ROOT/ать:END
забормотать	забормот:ROOT/ать:END
побормотать	побормот:ROOT/ать:END
пробормотать	пробормот:ROOT/ать:END
борода	бород:ROOT/а:END
бородавка	бород:ROOT/авк:SUFF/а:END
бородавки	бород:ROOT/авк:SUFF/и:END
бородавочка	бород:ROOT/авочк:SUFF/а:END
бородавочки	бород:ROOT/авочк:SUFF/и:END
бородач	бород:ROOT/ач:SUFF
бородачи	бород:ROOT/ач:SUFF/и:END
бороденка	бород:ROOT/енк:SUFF/а:END
бороденки	бород:ROOT/енк:SUFF/и:END
бородища	бород:ROOT/ищ:SUFF/а:END
бородищи	бород:ROOT/ищ:SUFF/и:END
бородка	бород:ROOT/к:SUFF/а:END
бородки	бород:ROOT/к:SUFF/и:END
бородушка	бород:ROOT/ушк:SUFF/а:END
бородушки	бород:ROOT/ушк:SUFF/и:END
бороды	бород:ROOT/ы:END
борозда	борозд:ROOT/а:END
бороздка	борозд:ROOT/к:SUFF/а:END
бороздки	борозд:ROOT/к:SUFF/и:END
борозды	борозд:ROOT/ы:END
бороздить	борозд:ROOT/ить:END
избороздить	изборозд:ROOT/ить:END
побороздить	поборозд:ROOT/ить:END
боронивший	борон:ROOT/ивш:SUFF/ий:END
бороновавший	борон:ROOT/овавш:SUFF/ий:END
забороновавший	заборон:ROOT/овавш:SUFF/ий:END
оборонительный	оборон:ROOT/ительн:SUFF/ый:END
оборонный	оборон:ROOT/н:SUFF/ый:END
оборонявший	оборон:ROOT/явш:SUFF/ий:END
оборонявшийся	оборон:ROOT/явш:SUFF/ий:END/ся:POSTFIX
обороняющийся	оборон:ROOT/яющ:SUFF/ий:END/ся:POSTFIX
переборонивший	переборон:ROOT/ивш:SUFF/ий:END
перебороновавший	переборон:ROOT/овавш:SUFF/ий:END
поборонивший	поборон:ROOT/ивш:SUFF/ий:END
побороновавший	поборон:ROOT/овавш:SUFF/ий:END
боронить	борон:ROOT/ить:END
бороновать	борон:ROOT/ов:SUFF/ать:END
взбороновать	взборон:ROOT/ов:SUFF/ать:END
заборонить	заборон:ROOT/ить:END
забороновать	заборон:ROOT/ов:SUFF/ать:END
оборонять	оборон:ROOT/ять:END
обороняться	оборон:ROOT/ять:END/ся:POSTFIX
переборонить	переборон:ROOT/ить:END
перебороновать	переборон:ROOT/ов:SUFF/ать:END
поборонить	поборон:ROOT/ить:END
побороновать	поборон:ROOT/ов:SUFF/ать:END
бороться	боро:ROOT/ть:END/ся:POSTFIX
перебороть	перебор:ROOT/оть:END
побороть	побор:ROOT/оть:END
побороться	побор:ROOT/оть:END/ся:POSTFIX
борт	борт:ROOT
борта	борт:ROOT/а:END
бортик	борт:ROOT/ик:SUFF
бортики	борт:ROOT/ик:SUFF/и:END
бортовой	борт:ROOT/ов:SUFF/ой:END
забортный	заборт:ROOT/н:SUFF/ый:END
борщ	борщ:ROOT
борщи	борщ:ROOT/и:END
борщок	борщ:ROOT/ок:SUFF
босиком	бос:ROOT/иком:SUFF
босо	бос:ROOT/о:SUFF
босой	бос:ROOT/ой:END
босяцкий	бос:ROOT/яцк:SUFF/ий:END
босяк	бос:ROOT/як:SUFF
босяки	бос:ROOT/як:SUFF/и:END
босячка	бос:ROOT/ячк:SUFF/а:END
босячки	бос:ROOT/ячк:SUFF/и:END
бот	бот:ROOT
бота	бот:ROOT/а:END
ботик	бот:ROOT/ик:SUFF
ботики	бот:ROOT/ик:SUFF/и:END
ботильон	бот:ROOT/ильон:SUFF
ботильоны	бот:ROOT/ильон:SUFF/ы:END
ботинки	бот:ROOT/инк:SUFF/и:END
ботинок	бот:ROOT/инок:SUFF
ботиночек	ботин:ROOT/очек:SUFF
ботиночки	бот:ROOT/иночк:SUFF/и:END
боты	бот:ROOT/ы:END
ботаник	бот:ROOT/аник:SUFF
ботаника	бот:ROOT/аник:SUFF/а:END
бочком	боч:ROOT/ком:SUFF
вбок	вбок:ROOT
обок	обок:ROOT
побоку	побок:ROOT/у:END
сбоку	сбок:ROOT/у:SUFF
боязливо	боязл:ROOT/иво:SUFF
боязно	бояз:ROOT/но:SUFF
боясь	боя:ROOT/сь:POSTFIX
забоявшись	забо:ROOT/явшись:SUFF
боязливость	боязл:ROOT/ивост:SUFF/ь:END
боязни	бояз:ROOT/н:SUFF/и:END
боязнь	бояз:ROOT/н:SUFF/ь:END
бояться	бо:ROOT/ять:END/ся:POSTFIX
забояться	забо:ROOT/ять:END/ся:POSTFIX
перебояться	перебо:ROOT/ять:END/с:SUFF/я:END
побаиваться	побаив:ROOT/ать:END/ся:POSTFIX
бравировавший	брав:ROOT/ировавш:SUFF/ий:END
бравирующий	брав:ROOT/ирующ:SUFF/ий:END
бравурный	бравур:ROOT/н:SUFF/ый:END
бравый	брав:ROOT/ый:END
брак	брак:ROOT
бракование	брак:ROOT/овани:SUFF/е:END
браковка	брак:ROOT/овк:SUFF/а:END
